Using TensorFlow backend.
2018-07-19 14:02:10.673107: I tensorflow/core/platform/cpu_feature_guard.cc:140] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2018-07-19 14:02:11.196206: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1356] Found device 0 with properties: 
name: Tesla P100-PCIE-16GB major: 6 minor: 0 memoryClockRate(GHz): 1.3285
pciBusID: 0000:05:00.0
totalMemory: 15.90GiB freeMemory: 15.61GiB
2018-07-19 14:02:11.438879: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1356] Found device 1 with properties: 
name: Tesla P100-PCIE-16GB major: 6 minor: 0 memoryClockRate(GHz): 1.3285
pciBusID: 0000:06:00.0
totalMemory: 15.90GiB freeMemory: 15.61GiB
2018-07-19 14:02:11.710433: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1356] Found device 2 with properties: 
name: Tesla P100-PCIE-16GB major: 6 minor: 0 memoryClockRate(GHz): 1.3285
pciBusID: 0000:0d:00.0
totalMemory: 15.90GiB freeMemory: 15.61GiB
2018-07-19 14:02:11.964639: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1356] Found device 3 with properties: 
name: Tesla P100-PCIE-16GB major: 6 minor: 0 memoryClockRate(GHz): 1.3285
pciBusID: 0000:0e:00.0
totalMemory: 15.90GiB freeMemory: 15.61GiB
2018-07-19 14:02:11.977822: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1435] Adding visible gpu devices: 0, 1, 2, 3
2018-07-19 14:02:17.178073: I tensorflow/core/common_runtime/gpu/gpu_device.cc:923] Device interconnect StreamExecutor with strength 1 edge matrix:
2018-07-19 14:02:17.178522: I tensorflow/core/common_runtime/gpu/gpu_device.cc:929]      0 1 2 3 
2018-07-19 14:02:17.178540: I tensorflow/core/common_runtime/gpu/gpu_device.cc:942] 0:   N Y Y Y 
2018-07-19 14:02:17.178546: I tensorflow/core/common_runtime/gpu/gpu_device.cc:942] 1:   Y N Y Y 
2018-07-19 14:02:17.178551: I tensorflow/core/common_runtime/gpu/gpu_device.cc:942] 2:   Y Y N Y 
2018-07-19 14:02:17.178556: I tensorflow/core/common_runtime/gpu/gpu_device.cc:942] 3:   Y Y Y N 
2018-07-19 14:02:17.180813: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1053] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 15135 MB memory) -> physical GPU (device: 0, name: Tesla P100-PCIE-16GB, pci bus id: 0000:05:00.0, compute capability: 6.0)
2018-07-19 14:02:17.364214: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1053] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:1 with 15135 MB memory) -> physical GPU (device: 1, name: Tesla P100-PCIE-16GB, pci bus id: 0000:06:00.0, compute capability: 6.0)
2018-07-19 14:02:17.548174: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1053] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:2 with 15135 MB memory) -> physical GPU (device: 2, name: Tesla P100-PCIE-16GB, pci bus id: 0000:0d:00.0, compute capability: 6.0)
2018-07-19 14:02:17.731979: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1053] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:3 with 15135 MB memory) -> physical GPU (device: 3, name: Tesla P100-PCIE-16GB, pci bus id: 0000:0e:00.0, compute capability: 6.0)
/home/rice/jmc32/DNN_for_Pt_Assignment-master/DNN_Hyperparameters/testingsavedmodels.py:124: UserWarning: The `nb_epoch` argument in `fit` has been renamed `epochs`.
347776/990000 [=========>....................] - ETA: 10s - loss: 0.0857 - acc: 0.9606
353210/990000 [=========>....................] - ETA: 10s - loss: 0.0857 - acc: 0.9606
358644/990000 [=========>....................] - ETA: 10s - loss: 0.0857 - acc: 0.9606
364078/990000 [==========>...................] - ETA: 9s - loss: 0.0857 - acc: 0.9606 
369512/990000 [==========>...................] - ETA: 9s - loss: 0.0857 - acc: 0.9606
374946/990000 [==========>...................] - ETA: 9s - loss: 0.0857 - acc: 0.9606
380380/990000 [==========>...................] - ETA: 9s - loss: 0.0859 - acc: 0.9605
385814/990000 [==========>...................] - ETA: 9s - loss: 0.0859 - acc: 0.9605
391248/990000 [==========>...................] - ETA: 9s - loss: 0.0860 - acc: 0.9605
396682/990000 [===========>..................] - ETA: 9s - loss: 0.0860 - acc: 0.9605
402116/990000 [===========>..................] - ETA: 9s - loss: 0.0861 - acc: 0.9605
407550/990000 [===========>..................] - ETA: 9s - loss: 0.0861 - acc: 0.9605
412984/990000 [===========>..................] - ETA: 9s - loss: 0.0862 - acc: 0.9605
418418/990000 [===========>..................] - ETA: 8s - loss: 0.0862 - acc: 0.9604
423852/990000 [===========>..................] - ETA: 8s - loss: 0.0862 - acc: 0.9604
429286/990000 [============>.................] - ETA: 8s - loss: 0.0863 - acc: 0.9604
434720/990000 [============>.................] - ETA: 8s - loss: 0.0863 - acc: 0.9605
440154/990000 [============>.................] - ETA: 8s - loss: 0.0863 - acc: 0.9604
445588/990000 [============>.................] - ETA: 8s - loss: 0.0862 - acc: 0.9604
451022/990000 [============>.................] - ETA: 8s - loss: 0.0863 - acc: 0.9604
456456/990000 [============>.................] - ETA: 8s - loss: 0.0861 - acc: 0.9605
461890/990000 [============>.................] - ETA: 8s - loss: 0.0861 - acc: 0.9605
467324/990000 [=============>................] - ETA: 8s - loss: 0.0862 - acc: 0.9605
472758/990000 [=============>................] - ETA: 7s - loss: 0.0863 - acc: 0.9605
478192/990000 [=============>................] - ETA: 7s - loss: 0.0863 - acc: 0.9604
483626/990000 [=============>................] - ETA: 7s - loss: 0.0863 - acc: 0.9605
489060/990000 [=============>................] - ETA: 7s - loss: 0.0863 - acc: 0.9605
494494/990000 [=============>................] - ETA: 7s - loss: 0.0864 - acc: 0.9605
499928/990000 [==============>...............] - ETA: 7s - loss: 0.0864 - acc: 0.9604
505362/990000 [==============>...............] - ETA: 7s - loss: 0.0864 - acc: 0.9604
510796/990000 [==============>...............] - ETA: 7s - loss: 0.0864 - acc: 0.9605
516230/990000 [==============>...............] - ETA: 7s - loss: 0.0864 - acc: 0.9604
521664/990000 [==============>...............] - ETA: 7s - loss: 0.0864 - acc: 0.9605
527098/990000 [==============>...............] - ETA: 6s - loss: 0.0864 - acc: 0.9605
532532/990000 [===============>..............] - ETA: 6s - loss: 0.0864 - acc: 0.9605
537966/990000 [===============>..............] - ETA: 6s - loss: 0.0864 - acc: 0.9604
543400/990000 [===============>..............] - ETA: 6s - loss: 0.0865 - acc: 0.9605
548834/990000 [===============>..............] - ETA: 6s - loss: 0.0865 - acc: 0.9604
554268/990000 [===============>..............] - ETA: 6s - loss: 0.0865 - acc: 0.9604
559702/990000 [===============>..............] - ETA: 6s - loss: 0.0865 - acc: 0.9604
565136/990000 [================>.............] - ETA: 6s - loss: 0.0865 - acc: 0.9604
570570/990000 [================>.............] - ETA: 6s - loss: 0.0866 - acc: 0.9604
576004/990000 [================>.............] - ETA: 6s - loss: 0.0866 - acc: 0.9604
581438/990000 [================>.............] - ETA: 6s - loss: 0.0867 - acc: 0.9603
586872/990000 [================>.............] - ETA: 6s - loss: 0.0867 - acc: 0.9603
592306/990000 [================>.............] - ETA: 5s - loss: 0.0868 - acc: 0.9603
597740/990000 [=================>............] - ETA: 5s - loss: 0.0868 - acc: 0.9603
603174/990000 [=================>............] - ETA: 5s - loss: 0.0869 - acc: 0.9602
608608/990000 [=================>............] - ETA: 5s - loss: 0.0869 - acc: 0.9602
614042/990000 [=================>............] - ETA: 5s - loss: 0.0870 - acc: 0.9601
619476/990000 [=================>............] - ETA: 5s - loss: 0.0871 - acc: 0.9601
624910/990000 [=================>............] - ETA: 5s - loss: 0.0871 - acc: 0.9601
630344/990000 [==================>...........] - ETA: 5s - loss: 0.0870 - acc: 0.9601
635778/990000 [==================>...........] - ETA: 5s - loss: 0.0871 - acc: 0.9601
641212/990000 [==================>...........] - ETA: 5s - loss: 0.0871 - acc: 0.9601
646646/990000 [==================>...........] - ETA: 5s - loss: 0.0871 - acc: 0.9601
652080/990000 [==================>...........] - ETA: 4s - loss: 0.0871 - acc: 0.9601
657514/990000 [==================>...........] - ETA: 4s - loss: 0.0871 - acc: 0.9601
662948/990000 [===================>..........] - ETA: 4s - loss: 0.0871 - acc: 0.9601
668382/990000 [===================>..........] - ETA: 4s - loss: 0.0871 - acc: 0.9601
673816/990000 [===================>..........] - ETA: 4s - loss: 0.0871 - acc: 0.9601
679250/990000 [===================>..........] - ETA: 4s - loss: 0.0871 - acc: 0.9601
684684/990000 [===================>..........] - ETA: 4s - loss: 0.0870 - acc: 0.9601
690118/990000 [===================>..........] - ETA: 4s - loss: 0.0870 - acc: 0.9602
695552/990000 [====================>.........] - ETA: 4s - loss: 0.0870 - acc: 0.9602
700986/990000 [====================>.........] - ETA: 4s - loss: 0.0869 - acc: 0.9602
706420/990000 [====================>.........] - ETA: 4s - loss: 0.0869 - acc: 0.9602
711854/990000 [====================>.........] - ETA: 4s - loss: 0.0869 - acc: 0.9602
717288/990000 [====================>.........] - ETA: 4s - loss: 0.0869 - acc: 0.9602
722722/990000 [====================>.........] - ETA: 3s - loss: 0.0868 - acc: 0.9602
728156/990000 [=====================>........] - ETA: 3s - loss: 0.0868 - acc: 0.9602
733590/990000 [=====================>........] - ETA: 3s - loss: 0.0868 - acc: 0.9603
739024/990000 [=====================>........] - ETA: 3s - loss: 0.0869 - acc: 0.9602
744458/990000 [=====================>........] - ETA: 3s - loss: 0.0869 - acc: 0.9602
749892/990000 [=====================>........] - ETA: 3s - loss: 0.0869 - acc: 0.9603
755326/990000 [=====================>........] - ETA: 3s - loss: 0.0868 - acc: 0.9603
760760/990000 [======================>.......] - ETA: 3s - loss: 0.0869 - acc: 0.9603
766194/990000 [======================>.......] - ETA: 3s - loss: 0.0869 - acc: 0.9603
771628/990000 [======================>.......] - ETA: 3s - loss: 0.0869 - acc: 0.9603
777062/990000 [======================>.......] - ETA: 3s - loss: 0.0869 - acc: 0.9602
782496/990000 [======================>.......] - ETA: 3s - loss: 0.0869 - acc: 0.9603
787930/990000 [======================>.......] - ETA: 2s - loss: 0.0869 - acc: 0.9603
793364/990000 [=======================>......] - ETA: 2s - loss: 0.0869 - acc: 0.9603
798798/990000 [=======================>......] - ETA: 2s - loss: 0.0869 - acc: 0.9602
804232/990000 [=======================>......] - ETA: 2s - loss: 0.0870 - acc: 0.9602
809666/990000 [=======================>......] - ETA: 2s - loss: 0.0869 - acc: 0.9603
815100/990000 [=======================>......] - ETA: 2s - loss: 0.0869 - acc: 0.9603
820534/990000 [=======================>......] - ETA: 2s - loss: 0.0869 - acc: 0.9603
825968/990000 [========================>.....] - ETA: 2s - loss: 0.0869 - acc: 0.9603
831402/990000 [========================>.....] - ETA: 2s - loss: 0.0869 - acc: 0.9603
836836/990000 [========================>.....] - ETA: 2s - loss: 0.0869 - acc: 0.9603
842270/990000 [========================>.....] - ETA: 2s - loss: 0.0869 - acc: 0.9603
847704/990000 [========================>.....] - ETA: 2s - loss: 0.0868 - acc: 0.9603
853138/990000 [========================>.....] - ETA: 1s - loss: 0.0868 - acc: 0.9603
858572/990000 [=========================>....] - ETA: 1s - loss: 0.0868 - acc: 0.9603
864006/990000 [=========================>....] - ETA: 1s - loss: 0.0868 - acc: 0.9603
869440/990000 [=========================>....] - ETA: 1s - loss: 0.0868 - acc: 0.9603
874874/990000 [=========================>....] - ETA: 1s - loss: 0.0868 - acc: 0.9603
880308/990000 [=========================>....] - ETA: 1s - loss: 0.0868 - acc: 0.9603
885742/990000 [=========================>....] - ETA: 1s - loss: 0.0868 - acc: 0.9603
891176/990000 [==========================>...] - ETA: 1s - loss: 0.0868 - acc: 0.9603
896610/990000 [==========================>...] - ETA: 1s - loss: 0.0868 - acc: 0.9603
902044/990000 [==========================>...] - ETA: 1s - loss: 0.0868 - acc: 0.9603
907478/990000 [==========================>...] - ETA: 1s - loss: 0.0868 - acc: 0.9603
912912/990000 [==========================>...] - ETA: 1s - loss: 0.0869 - acc: 0.9603
918346/990000 [==========================>...] - ETA: 1s - loss: 0.0869 - acc: 0.9603
923780/990000 [==========================>...] - ETA: 0s - loss: 0.0869 - acc: 0.9603
929214/990000 [===========================>..] - ETA: 0s - loss: 0.0869 - acc: 0.9603
934648/990000 [===========================>..] - ETA: 0s - loss: 0.0869 - acc: 0.9603
940082/990000 [===========================>..] - ETA: 0s - loss: 0.0869 - acc: 0.9603
945516/990000 [===========================>..] - ETA: 0s - loss: 0.0868 - acc: 0.9603
950950/990000 [===========================>..] - ETA: 0s - loss: 0.0869 - acc: 0.9603
956384/990000 [===========================>..] - ETA: 0s - loss: 0.0869 - acc: 0.9603
961818/990000 [============================>.] - ETA: 0s - loss: 0.0869 - acc: 0.9603
967252/990000 [============================>.] - ETA: 0s - loss: 0.0870 - acc: 0.9602
972686/990000 [============================>.] - ETA: 0s - loss: 0.0870 - acc: 0.9602
978120/990000 [============================>.] - ETA: 0s - loss: 0.0870 - acc: 0.9602
983554/990000 [============================>.] - ETA: 0s - loss: 0.0871 - acc: 0.9602
988988/990000 [============================>.] - ETA: 0s - loss: 0.0871 - acc: 0.9602
990000/990000 [==============================] - 14s 14us/step - loss: 0.0871 - acc: 0.9602
Epoch 2/168

  5434/990000 [..............................] - ETA: 18s - loss: 0.0829 - acc: 0.9645
 10868/990000 [..............................] - ETA: 15s - loss: 0.0863 - acc: 0.9629
 16302/990000 [..............................] - ETA: 14s - loss: 0.0861 - acc: 0.9622
 21736/990000 [..............................] - ETA: 14s - loss: 0.0861 - acc: 0.9611
 27170/990000 [..............................] - ETA: 13s - loss: 0.0869 - acc: 0.9613
 32604/990000 [..............................] - ETA: 13s - loss: 0.0852 - acc: 0.9619
 38038/990000 [>.............................] - ETA: 13s - loss: 0.0848 - acc: 0.9619
 43472/990000 [>.............................] - ETA: 13s - loss: 0.0846 - acc: 0.9617
 48906/990000 [>.............................] - ETA: 13s - loss: 0.0837 - acc: 0.9621
 54340/990000 [>.............................] - ETA: 13s - loss: 0.0840 - acc: 0.9621
 59774/990000 [>.............................] - ETA: 12s - loss: 0.0844 - acc: 0.9622
 65208/990000 [>.............................] - ETA: 12s - loss: 0.0846 - acc: 0.9619
 70642/990000 [=>............................] - ETA: 12s - loss: 0.0849 - acc: 0.9618
 76076/990000 [=>............................] - ETA: 12s - loss: 0.0843 - acc: 0.9619
 81510/990000 [=>............................] - ETA: 12s - loss: 0.0848 - acc: 0.9615
 86944/990000 [=>............................] - ETA: 12s - loss: 0.0850 - acc: 0.9613
 92378/990000 [=>............................] - ETA: 12s - loss: 0.0843 - acc: 0.9617
 97812/990000 [=>............................] - ETA: 12s - loss: 0.0845 - acc: 0.9615
103246/990000 [==>...........................] - ETA: 12s - loss: 0.0844 - acc: 0.9616
108680/990000 [==>...........................] - ETA: 12s - loss: 0.0842 - acc: 0.9616
114114/990000 [==>...........................] - ETA: 11s - loss: 0.0846 - acc: 0.9615
119548/990000 [==>...........................] - ETA: 11s - loss: 0.0848 - acc: 0.9614
124982/990000 [==>...........................] - ETA: 11s - loss: 0.0849 - acc: 0.9614
130416/990000 [==>...........................] - ETA: 11s - loss: 0.0850 - acc: 0.9613
135850/990000 [===>..........................] - ETA: 11s - loss: 0.0849 - acc: 0.9613
141284/990000 [===>..........................] - ETA: 11s - loss: 0.0846 - acc: 0.9616
146718/990000 [===>..........................] - ETA: 11s - loss: 0.0848 - acc: 0.9615
152152/990000 [===>..........................] - ETA: 11s - loss: 0.0846 - acc: 0.9616
157586/990000 [===>..........................] - ETA: 11s - loss: 0.0846 - acc: 0.9616
163020/990000 [===>..........................] - ETA: 11s - loss: 0.0848 - acc: 0.9614
168454/990000 [====>.........................] - ETA: 11s - loss: 0.0846 - acc: 0.9615
173888/990000 [====>.........................] - ETA: 11s - loss: 0.0846 - acc: 0.9614
179322/990000 [====>.........................] - ETA: 10s - loss: 0.0846 - acc: 0.9614
184756/990000 [====>.........................] - ETA: 10s - loss: 0.0847 - acc: 0.9613
190190/990000 [====>.........................] - ETA: 10s - loss: 0.0849 - acc: 0.9612
195624/990000 [====>.........................] - ETA: 10s - loss: 0.0848 - acc: 0.9613
201058/990000 [=====>........................] - ETA: 10s - loss: 0.0849 - acc: 0.9612
206492/990000 [=====>........................] - ETA: 10s - loss: 0.0850 - acc: 0.9612
211926/990000 [=====>........................] - ETA: 10s - loss: 0.0850 - acc: 0.9612
217360/990000 [=====>........................] - ETA: 10s - loss: 0.0850 - acc: 0.9611
222794/990000 [=====>........................] - ETA: 10s - loss: 0.0851 - acc: 0.9611
228228/990000 [=====>........................] - ETA: 10s - loss: 0.0851 - acc: 0.9610
233662/990000 [======>.......................] - ETA: 10s - loss: 0.0851 - acc: 0.9610
239096/990000 [======>.......................] - ETA: 10s - loss: 0.0852 - acc: 0.9609
244530/990000 [======>.......................] - ETA: 10s - loss: 0.0852 - acc: 0.9609
249964/990000 [======>.......................] - ETA: 9s - loss: 0.0853 - acc: 0.9609 
255398/990000 [======>.......................] - ETA: 9s - loss: 0.0852 - acc: 0.9609
260832/990000 [======>.......................] - ETA: 9s - loss: 0.0851 - acc: 0.9610
266266/990000 [=======>......................] - ETA: 9s - loss: 0.0851 - acc: 0.9610
271700/990000 [=======>......................] - ETA: 9s - loss: 0.0851 - acc: 0.9610
277134/990000 [=======>......................] - ETA: 9s - loss: 0.0850 - acc: 0.9610
282568/990000 [=======>......................] - ETA: 9s - loss: 0.0849 - acc: 0.9611
288002/990000 [=======>......................] - ETA: 9s - loss: 0.0851 - acc: 0.9610
293436/990000 [=======>......................] - ETA: 9s - loss: 0.0851 - acc: 0.9610
298870/990000 [========>.....................] - ETA: 9s - loss: 0.0851 - acc: 0.9609
304304/990000 [========>.....................] - ETA: 9s - loss: 0.0850 - acc: 0.9610
309738/990000 [========>.....................] - ETA: 9s - loss: 0.0849 - acc: 0.9610
315172/990000 [========>.....................] - ETA: 9s - loss: 0.0849 - acc: 0.9610
320606/990000 [========>.....................] - ETA: 9s - loss: 0.0849 - acc: 0.9610
326040/990000 [========>.....................] - ETA: 8s - loss: 0.0849 - acc: 0.9610
331474/990000 [=========>....................] - ETA: 8s - loss: 0.0849 - acc: 0.9610
336908/990000 [=========>....................] - ETA: 8s - loss: 0.0850 - acc: 0.9609
342342/990000 [=========>....................] - ETA: 8s - loss: 0.0850 - acc: 0.9609
347776/990000 [=========>....................] - ETA: 8s - loss: 0.0850 - acc: 0.9609
353210/990000 [=========>....................] - ETA: 8s - loss: 0.0849 - acc: 0.9609
358644/990000 [=========>....................] - ETA: 8s - loss: 0.0849 - acc: 0.9609
364078/990000 [==========>...................] - ETA: 8s - loss: 0.0849 - acc: 0.9609
369512/990000 [==========>...................] - ETA: 8s - loss: 0.0848 - acc: 0.9609
